MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
99999999902,000000000000000002,0.601,Active Import Interval (kW),04-01-2025 23:30
99999999902,000000000000000002,0.526,Active Import Interval (kW),05-01-2025 00:00
99999999902,000000000000000002,0.471,Active Import Interval (kW),05-01-2025 00:30
99999999902,000000000000000002,0.45,Active Import Interval (kW),05-01-2025 01:00
99999999902,000000000000000002,0.384,Active Import Interval (kW),05-01-2025 01:30
99999999902,000000000000000002,0.415,Active Import Interval (kW),05-01-2025 02:00
99999999902,000000000000000002,0.489,Active Import Interval (kW),05-01-2025 02:30
99999999902,000000000000000002,0.421,Active Import Interval (kW),05-01-2025 03:00
99999999902,000000000000000002,0.416,Active Import Interval (kW),05-01-2025 03:30
99999999902,000000000000000002,0.469,Active Import Interval (kW),05-01-2025 04:00
99999999902,000000000000000002,0.439,Active Import Interval (kW),05-01-2025 04:30
99999999902,000000000000000002,0.428,Active Import Interval (kW),05-01-2025 05:00
99999999902,000000000000000002,0.369,Active Import Interval (kW),05-01-2025 05:30
99999999902,000000000000000002,0.567,Active Import Interval (kW),05-01-2025 06:00
99999999902,000000000000000002,1.101,Active Import Interval (kW),05-01-2025 06:30
99999999902,000000000000000002,1.237,Active Import Interval (kW),05-01-2025 07:00
99999999902,000000000000000002,1.369,Active Import Interval (kW),05-01-2025 07:30
99999999902,000000000000000002,1.178,Active Import Interval (kW),05-01-2025 08:00
99999999902,000000000000000002,0.677,Active Import Interval (kW),05-01-2025 08:30
99999999902,000000000000000002,0.654,Active Import Interval (kW),05-01-2025 09:00
99999999902,000000000000000002,0.583,Active Import Interval (kW),05-01-2025 09:30
99999999902,000000000000000002,0.593,Active Import Interval (kW),05-01-2025 10:00
99999999902,000000000000000002,0.585,Active Import Interval (kW),05-01-2025 10:30
99999999902,000000000000000002,0.667,Active Import Interval (kW),05-01-2025 11:00
99999999902,000000000000000002,0.592,Active Import Interval (kW),05-01-2025 11:30
99999999902,000000000000000002,0.636,Active Import Interval (kW),05-01-2025 12:00
99999999902,000000000000000002,0.61,Active Import Interval (kW),05-01-2025 12:30
99999999902,000000000000000002,0.612,Active Import Interval (kW),05-01-2025 13:00
99999999902,000000000000000002,0.636,Active Import Interval (kW),05-01-2025 13:30
99999999902,000000000000000002,0.64,Active Import Interval (kW),05-01-2025 14:00
99999999902,000000000000000002,0.585,Active Import Interval (kW),05-01-2025 14:30
99999999902,000000000000000002,0.623,Active Import Interval (kW),05-01-2025 15:00
99999999902,000000000000000002,0.679,Active Import Interval (kW),05-01-2025 15:30
99999999902,000000000000000002,0.618,Active Import Interval (kW),05-01-2025 16:00
99999999902,000000000000000002,0.931,Active Import Interval (kW),05-01-2025 16:30
99999999902,000000000000000002,0.923,Active Import Interval (kW),05-01-2025 17:00
99999999902,000000000000000002,0.947,Active Import Interval (kW),05-01-2025 17:30
99999999902,000000000000000002,0.918,Active Import Interval (kW),05-01-2025 18:00
99999999902,000000000000000002,0.57,Active Import Interval (kW),05-01-2025 18:30
99999999902,000000000000000002,0.72,Active Import Interval (kW),05-01-2025 19:00
99999999902,000000000000000002,0.538,Active Import Interval (kW),05-01-2025 19:30
99999999902,000000000000000002,0.576,Active Import Interval (kW),05-01-2025 20:00
99999999902,000000000000000002,0.504,Active Import Interval (kW),05-01-2025 20:30
99999999902,000000000000000002,0.662,Active Import Interval (kW),05-01-2025 21:00
99999999902,000000000000000002,0.562,Active Import Interval (kW),05-01-2025 21:30
99999999902,000000000000000002,0.646,Active Import Interval (kW),05-01-2025 22:00
99999999902,000000000000000002,0.581,Active Import Interval (kW),05-01-2025 22:30
99999999902,000000000000000002,0.572,Active Import Interval (kW),05-01-2025 23:00
99999999902,000000000000000002,0.557,Active Import Interval (kW),05-01-2025 23:30
99999999902,000000000000000002,0.587,Active Import Interval (kW),06-01-2025 00:00
99999999902,000000000000000002,0.446,Active Import Interval (kW),06-01-2025 00:30
99999999902,000000000000000002,0.462,Active Import Interval (kW),06-01-2025 01:00
99999999902,000000000000000002,0.401,Active Import Interval (kW),06-01-2025 01:30
99999999902,000000000000000002,0.444,Active Import Interval (kW),06-01-2025 02:00
99999999902,000000000000000002,0.484,Active Import Interval (kW),06-01-2025 02:30
99999999902,000000000000000002,0.465,Active Import Interval (kW),06-01-2025 03:00
99999999902,000000000000000002,0.444,Active Import Interval (kW),06-01-2025 03:30
99999999902,000000000000000002,0.423,Active Import Interval (kW),06-01-2025 04:00
99999999902,000000000000000002,0.411,Active Import Interval (kW),06-01-2025 04:30
99999999902,000000000000000002,0.398,Active Import Interval (kW),06-01-2025 05:00
99999999902,000000000000000002,0.529,Active Import Interval (kW),06-01-2025 05:30
99999999902,000000000000000002,0.633,Active Import Interval (kW),06-01-2025 06:00
99999999902,000000000000000002,1.075,Active Import Interval (kW),06-01-2025 06:30
99999999902,000000000000000002,0.931,Active Import Interval (kW),06-01-2025 07:00
99999999902,000000000000000002,1.052,Active Import Interval (kW),06-01-2025 07:30
99999999902,000000000000000002,1.132,Active Import Interval (kW),06-01-2025 08:00
99999999902,000000000000000002,0.568,Active Import Interval (kW),06-01-2025 08:30
99999999902,000000000000000002,0.599,Active Import Interval (kW),06-01-2025 09:00
99999999902,000000000000000002,0.673,Active Import Interval (kW),06-01-2025 09:30
99999999902,000000000000000002,0.515,Active Import Interval (kW),06-01-2025 10:00
99999999902,000000000000000002,0.681,Active Import Interval (kW),06-01-2025 10:30
99999999902,000000000000000002,0.584,Active Import Interval (kW),06-01-2025 11:00
99999999902,000000000000000002,0.673,Active Import Interval (kW),06-01-2025 11:30
99999999902,000000000000000002,0.567,Active Import Interval (kW),06-01-2025 12:00
99999999902,000000000000000002,0.603,Active Import Interval (kW),06-01-2025 12:30
99999999902,000000000000000002,0.634,Active Import Interval (kW),06-01-2025 13:00
99999999902,000000000000000002,0.682,Active Import Interval (kW),06-01-2025 13:30
99999999902,000000000000000002,0.657,Active Import Interval (kW),06-01-2025 14:00
99999999902,000000000000000002,0.596,Active Import Interval (kW),06-01-2025 14:30
99999999902,000000000000000002,0.639,Active Import Interval (kW),06-01-2025 15:00
99999999902,000000000000000002,0.681,Active Import Interval (kW),06-01-2025 15:30
99999999902,000000000000000002,0.59,Active Import Interval (kW),06-01-2025 16:00
99999999902,000000000000000002,0.975,Active Import Interval (kW),06-01-2025 16:30
99999999902,000000000000000002,0.845,Active Import Interval (kW),06-01-2025 17:00
99999999902,000000000000000002,0.967,Active Import Interval (kW),06-01-2025 17:30
99999999902,000000000000000002,0.987,Active Import Interval (kW),06-01-2025 18:00
99999999902,000000000000000002,0.635,Active Import Interval (kW),06-01-2025 18:30
99999999902,000000000000000002,0.618,Active Import Interval (kW),06-01-2025 19:00
99999999902,000000000000000002,0.697,Active Import Interval (kW),06-01-2025 19:30
99999999902,000000000000000002,0.651,Active Import Interval (kW),06-01-2025 20:00
99999999902,000000000000000002,0.62,Active Import Interval (kW),06-01-2025 20:30
99999999902,000000000000000002,0.556,Active Import Interval (kW),06-01-2025 21:00
99999999902,000000000000000002,0.5,Active Import Interval (kW),06-01-2025 21:30
99999999902,000000000000000002,0.718,Active Import Interval (kW),06-01-2025 22:00
99999999902,000000000000000002,0.562,Active Import Interval (kW),06-01-2025 22:30
99999999902,000000000000000002,0.591,Active Import Interval (kW),06-01-2025 23:00
99999999902,000000000000000002,0.661,Active Import Interval (kW),06-01-2025 23:30
99999999902,000000000000000002,0.585,Active Import Interval (kW),07-01-2025 00:00
99999999902,000000000000000002,0.441,Active Import Interval (kW),07-01-2025 00:30
99999999902,000000000000000002,0.44,Active Import Interval (kW),07-01-2025 01:00
99999999902,000000000000000002,0.402,Active Import Interval (kW),07-01-2025 01:30
99999999902,000000000000000002,0.463,Active Import Interval (kW),07-01-2025 02:00
99999999902,000000000000000002,0.417,Active Import Interval (kW),07-01-2025 02:30
99999999902,000000000000000002,0.46,Active Import Interval (kW),07-01-2025 03:00
99999999902,000000000000000002,0.422,Active Import Interval (kW),07-01-2025 03:30
99999999902,000000000000000002,0.409,Active Import Interval (kW),07-01-2025 04:00
99999999902,000000000000000002,0.404,Active Import Interval (kW),07-01-2025 04:30
99999999902,000000000000000002,0.468,Active Import Interval (kW),07-01-2025 05:00
99999999902,000000000000000002,0.375,Active Import Interval (kW),07-01-2025 05:30
99999999902,000000000000000002,0.55,Active Import Interval (kW),07-01-2025 06:00
99999999902,000000000000000002,1.185,Active Import Interval (kW),07-01-2025 06:30
99999999902,000000000000000002,1.128,Active Import Interval (kW),07-01-2025 07:00
99999999902,000000000000000002,1.192,Active Import Interval (kW),07-01-2025 07:30
99999999902,000000000000000002,1.071,Active Import Interval (kW),07-01-2025 08:00
99999999902,000000000000000002,0.568,Active Import Interval (kW),07-01-2025 08:30
99999999902,000000000000000002,0.673,Active Import Interval (kW),07-01-2025 09:00
99999999902,000000000000000002,0.706,Active Import Interval (kW),07-01-2025 09:30
99999999902,000000000000000002,0.632,Active Import Interval (kW),07-01-2025 10:00
99999999902,000000000000000002,0.66,Active Import Interval (kW),07-01-2025 10:30
99999999902,000000000000000002,0.622,Active Import Interval (kW),07-01-2025 11:00
99999999902,000000000000000002,0.566,Active Import Interval (kW),07-01-2025 11:30
99999999902,000000000000000002,0.672,Active Import Interval (kW),07-01-2025 12:00
99999999902,000000000000000002,0.598,Active Import Interval (kW),07-01-2025 12:30
99999999902,000000000000000002,0.614,Active Import Interval (kW),07-01-2025 13:00
99999999902,000000000000000002,0.602,Active Import Interval (kW),07-01-2025 13:30
99999999902,000000000000000002,0.479,Active Import Interval (kW),07-01-2025 14:00
99999999902,000000000000000002,0.549,Active Import Interval (kW),07-01-2025 14:30
99999999902,000000000000000002,0.584,Active Import Interval (kW),07-01-2025 15:00
99999999902,000000000000000002,0.663,Active Import Interval (kW),07-01-2025 15:30
99999999902,000000000000000002,0.599,Active Import Interval (kW),07-01-2025 16:00
99999999902,000000000000000002,1.034,Active Import Interval (kW),07-01-2025 16:30
99999999902,000000000000000002,1.02,Active Import Interval (kW),07-01-2025 17:00
99999999902,000000000000000002,0.927,Active Import Interval (kW),07-01-2025 17:30
99999999902,000000000000000002,0.918,Active Import Interval (kW),07-01-2025 18:00
99999999902,000000000000000002,0.6,Active Import Interval (kW),07-01-2025 18:30
99999999902,000000000000000002,0.579,Active Import Interval (kW),07-01-2025 19:00
99999999902,000000000000000002,0.632,Active Import Interval (kW),07-01-2025 19:30
99999999902,000000000000000002,0.684,Active Import Interval (kW),07-01-2025 20:00
99999999902,000000000000000002,0.547,Active Import Interval (kW),07-01-2025 20:30
99999999902,000000000000000002,0.568,Active Import Interval (kW),07-01-2025 21:00
99999999902,000000000000000002,0.631,Active Import Interval (kW),07-01-2025 21:30
99999999902,000000000000000002,0.652,Active Import Interval (kW),07-01-2025 22:00
99999999902,000000000000000002,0.627,Active Import Interval (kW),07-01-2025 22:30
99999999902,000000000000000002,0.636,Active Import Interval (kW),07-01-2025 23:00
99999999902,000000000000000002,0.583,Active Import Interval (kW),07-01-2025 23:30
99999999902,000000000000000002,0.629,Active Import Interval (kW),08-01-2025 00:00
99999999902,000000000000000002,0.409,Active Import Interval (kW),08-01-2025 00:30
99999999902,000000000000000002,0.541,Active Import Interval (kW),08-01-2025 01:00
99999999902,000000000000000002,0.471,Active Import Interval (kW),08-01-2025 01:30
99999999902,000000000000000002,0.403,Active Import Interval (kW),08-01-2025 02:00
99999999902,000000000000000002,0.484,Active Import Interval (kW),08-01-2025 02:30
99999999902,000000000000000002,0.417,Active Import Interval (kW),08-01-2025 03:00
99999999902,000000000000000002,0.399,Active Import Interval (kW),08-01-2025 03:30
99999999902,000000000000000002,0.425,Active Import Interval (kW),08-01-2025 04:00
99999999902,000000000000000002,0.423,Active Import Interval (kW),08-01-2025 04:30
99999999902,000000000000000002,0.472,Active Import Interval (kW),08-01-2025 05:00
99999999902,000000000000000002,0.474,Active Import Interval (kW),08-01-2025 05:30
99999999902,000000000000000002,0.588,Active Import Interval (kW),08-01-2025 06:00
99999999902,000000000000000002,1.084,Active Import Interval (kW),08-01-2025 06:30
99999999902,000000000000000002,1.186,Active Import Interval (kW),08-01-2025 07:00
99999999902,000000000000000002,1.12,Active Import Interval (kW),08-01-2025 07:30
99999999902,000000000000000002,1.218,Active Import Interval (kW),08-01-2025 08:00
99999999902,000000000000000002,0.702,Active Import Interval (kW),08-01-2025 08:30
99999999902,000000000000000002,0.547,Active Import Interval (kW),08-01-2025 09:00
99999999902,000000000000000002,0.61,Active Import Interval (kW),08-01-2025 09:30
99999999902,000000000000000002,0.569,Active Import Interval (kW),08-01-2025 10:00
99999999902,000000000000000002,0.61,Active Import Interval (kW),08-01-2025 10:30
99999999902,000000000000000002,0.63,Active Import Interval (kW),08-01-2025 11:00
99999999902,000000000000000002,0.665,Active Import Interval (kW),08-01-2025 11:30
99999999902,000000000000000002,0.571,Active Import Interval (kW),08-01-2025 12:00
99999999902,000000000000000002,0.523,Active Import Interval (kW),08-01-2025 12:30
99999999902,000000000000000002,0.68,Active Import Interval (kW),08-01-2025 13:00
99999999902,000000000000000002,0.542,Active Import Interval (kW),08-01-2025 13:30
99999999902,000000000000000002,0.568,Active Import Interval (kW),08-01-2025 14:00
99999999902,000000000000000002,0.615,Active Import Interval (kW),08-01-2025 14:30
99999999902,000000000000000002,0.688,Active Import Interval (kW),08-01-2025 15:00
