Latitude (decimal degrees):	54.3285
Longitude (decimal degrees):	-5.7178
Source:	Open-Meteo Historical Weather API (ERA5/ECMWF)
Location:	Down

time,temperature_2m
20250705:1400,18.8
20250705:1430,18.8
20250705:1500,18.8
20250705:1530,18.6
20250705:1600,18.4
20250705:1630,18.0
20250705:1700,17.6
20250705:1730,17.1
20250705:1800,16.7
20250705:1830,16.5
20250705:1900,16.4
20250705:1930,16.1
20250705:2000,15.9
20250705:2030,15.7
20250705:2100,15.4
20250705:2130,15.5
20250705:2200,15.6
20250705:2230,15.2
20250705:2300,14.9
20250705:2330,14.7
20250706:0000,14.4
20250706:0030,14.6
20250706:0100,14.7
20250706:0130,14.6
20250706:0200,14.4
20250706:0230,14.0
20250706:0300,13.6
20250706:0330,13.3
20250706:0400,13.1
20250706:0430,12.8
20250706:0500,12.6
20250706:0530,12.8
20250706:0600,12.9
20250706:0630,13.1
20250706:0700,13.2
20250706:0730,13.4
20250706:0800,13.6
20250706:0830,13.8
20250706:0900,14.0
20250706:0930,14.4
20250706:1000,14.9
20250706:1030,15.2
20250706:1100,15.4
20250706:1130,15.8
20250706:1200,16.2
20250706:1230,16.4
20250706:1300,16.5
20250706:1330,16.4
20250706:1400,16.2
20250706:1430,16.3
20250706:1500,16.4
20250706:1530,16.6
20250706:1600,16.9
20250706:1630,16.5
20250706:1700,16.1
20250706:1730,15.6
20250706:1800,15.1
20250706:1830,14.6
20250706:1900,14.1
20250706:1930,13.8
20250706:2000,13.4
20250706:2030,13.2
20250706:2100,13.0
20250706:2130,12.8
20250706:2200,12.6
20250706:2230,12.3
20250706:2300,12.1
20250706:2330,11.9
20250707:0000,11.8
20250707:0030,11.7
20250707:0100,11.6
20250707:0130,11.6
20250707:0200,11.5
20250707:0230,11.4
20250707:0300,11.4
20250707:0330,11.3
20250707:0400,11.2
20250707:0430,11.3
20250707:0500,11.4
20250707:0530,11.8
20250707:0600,12.2
20250707:0630,12.8
20250707:0700,13.4
20250707:0730,13.8
20250707:0800,14.2
20250707:0830,14.7
20250707:0900,15.2
20250707:0930,15.6
20250707:1000,16.0
20250707:1030,16.4
20250707:1100,16.8
20250707:1130,17.3
20250707:1200,17.8
20250707:1230,17.3
20250707:1300,16.8
20250707:1330,17.1
20250707:1400,17.4
20250707:1430,17.5
20250707:1500,17.7
20250707:1530,17.4
20250707:1600,17.2
20250707:1630,16.6
20250707:1700,16.0
20250707:1730,15.4
20250707:1800,14.9
20250707:1830,14.6
20250707:1900,14.3
20250707:1930,14.1
20250707:2000,13.9
20250707:2030,13.6
20250707:2100,13.2
20250707:2130,12.9
20250707:2200,12.6
20250707:2230,12.3
20250707:2300,12.0
20250707:2330,11.9
20250708:0000,11.8
20250708:0030,11.5
20250708:0100,11.2
20250708:0130,11.0
20250708:0200,10.8
20250708:0230,10.7
20250708:0300,10.5
20250708:0330,10.3
20250708:0400,10.1
20250708:0430,10.1
20250708:0500,10.1
20250708:0530,10.8
20250708:0600,11.4
20250708:0630,12.1
20250708:0700,12.8
20250708:0730,13.4
20250708:0800,14.1
20250708:0830,14.5
20250708:0900,14.9
20250708:0930,15.2
20250708:1000,15.6
20250708:1030,15.9
20250708:1100,16.2
20250708:1130,16.1
20250708:1200,15.9
20250708:1230,16.6
20250708:1300,17.3
20250708:1330,17.8
20250708:1400,18.2
20250708:1430,18.5
20250708:1500,18.8
20250708:1530,18.8
20250708:1600,18.8
20250708:1630,18.9
20250708:1700,18.9
20250708:1730,19.0
20250708:1800,19.1
20250708:1830,18.8
20250708:1900,18.5
20250708:1930,17.9
20250708:2000,17.2
20250708:2030,16.8
20250708:2100,16.4
20250708:2130,16.3
20250708:2200,16.2
20250708:2230,15.8
20250708:2300,15.5
20250708:2330,15.1
20250709:0000,14.6
20250709:0030,14.8
20250709:0100,14.9
20250709:0130,14.9
20250709:0200,14.8
20250709:0230,14.9
20250709:0300,14.9
20250709:0330,14.8
20250709:0400,14.6
20250709:0430,14.7
20250709:0500,14.8
20250709:0530,14.9
20250709:0600,15.1
20250709:0630,15.2
20250709:0700,15.3
20250709:0730,15.6
20250709:0800,15.9
20250709:0830,16.6
20250709:0900,17.2
20250709:0930,17.4
20250709:1000,17.6
20250709:1030,17.9
20250709:1100,18.2
20250709:1130,18.5
20250709:1200,18.9
20250709:1230,19.5
20250709:1300,20.2
20250709:1330,20.4
20250709:1400,20.6
20250709:1430,20.6
20250709:1500,20.5
20250709:1530,20.6
20250709:1600,20.7
20250709:1630,20.6
20250709:1700,20.5
20250709:1730,20.4
20250709:1800,20.3
20250709:1830,20.1
20250709:1900,20.0
20250709:1930,19.4
20250709:2000,18.8
20250709:2030,18.0
20250709:2100,17.2
20250709:2130,16.4
20250709:2200,15.6
20250709:2230,15.4
20250709:2300,15.2
20250709:2330,14.8
20250710:0000,14.3
20250710:0030,14.6
20250710:0100,14.9
20250710:0130,14.7
20250710:0200,14.4
20250710:0230,14.2
20250710:0300,14.1
20250710:0330,13.9
20250710:0400,13.7
20250710:0430,13.8
20250710:0500,13.8
20250710:0530,14.4
20250710:0600,14.9
20250710:0630,15.6
20250710:0700,16.2
20250710:0730,16.9
20250710:0800,17.5
20250710:0830,17.9
20250710:0900,18.4
20250710:0930,18.7
20250710:1000,19.0
20250710:1030,19.4
20250710:1100,19.7
20250710:1130,19.8
20250710:1200,19.9
20250710:1230,20.5
20250710:1300,21.2
20250710:1330,21.4
20250710:1400,21.5
20250710:1430,21.4
20250710:1500,21.4
20250710:1530,21.0
20250710:1600,20.6
20250710:1630,20.1
20250710:1700,19.6
20250710:1730,19.5
20250710:1800,19.4
20250710:1830,19.1
20250710:1900,18.8
20250710:1930,18.2
20250710:2000,17.6
20250710:2030,17.1
20250710:2100,16.6
20250710:2130,16.4
20250710:2200,16.1
20250710:2230,16.0
20250710:2300,15.9
20250710:2330,15.8
20250711:0000,15.6
20250711:0030,14.8
20250711:0100,13.9
20250711:0130,13.8
20250711:0200,13.6
20250711:0230,13.2
20250711:0300,12.9
20250711:0330,12.7
20250711:0400,12.5
20250711:0430,12.4
20250711:0500,12.4
20250711:0530,12.6
20250711:0600,12.8
20250711:0630,12.9
20250711:0700,13.1
20250711:0730,13.5
20250711:0800,13.9
20250711:0830,14.2
20250711:0900,14.4
20250711:0930,14.8
20250711:1000,15.2
20250711:1030,15.3
20250711:1100,15.4
20250711:1130,15.8
20250711:1200,16.1
20250711:1230,17.5
20250711:1300,18.9
20250711:1330,18.9
20250711:1400,19.0
20250711:1430,18.8
20250711:1500,18.5
20250711:1530,18.4
20250711:1600,18.4
20250711:1630,18.4
20250711:1700,18.4
20250711:1730,18.2
20250711:1800,18.0
20250711:1830,17.6
20250711:1900,17.1
20250711:1930,16.6
20250711:2000,16.2
20250711:2030,15.8
20250711:2100,15.4
20250711:2130,15.2
20250711:2200,14.9
20250711:2230,14.8
20250711:2300,14.6
20250711:2330,14.4
20250712:0000,14.2
20250712:0030,13.6
20250712:0100,13.1
20250712:0130,13.2
20250712:0200,13.3
20250712:0230,13.4
20250712:0300,13.4
20250712:0330,13.4
20250712:0400,13.3
20250712:0430,13.7
20250712:0500,14.1
20250712:0530,15.1
20250712:0600,16.0
20250712:0630,16.9
20250712:0700,17.7
20250712:0730,18.4
20250712:0800,19.2
20250712:0830,19.9
20250712:0900,20.6
20250712:0930,21.2
20250712:1000,21.8
20250712:1030,22.0
20250712:1100,22.1
20250712:1130,22.3
20250712:1200,22.5
20250712:1230,23.1
20250712:1300,23.6
20250712:1330,23.4
20250712:1400,23.1
20250712:1430,22.9
20250712:1500,22.7
20250712:1530,22.8
20250712:1600,22.8
20250712:1630,22.6
20250712:1700,22.5
20250712:1730,22.2
20250712:1800,22.0
20250712:1830,21.8
20250712:1900,21.5
20250712:1930,21.0
20250712:2000,20.5
20250712:2030,19.9
20250712:2100,19.2
20250712:2130,19.0
20250712:2200,18.9
20250712:2230,18.4
20250712:2300,18.0
20250712:2330,17.6
20250713:0000,17.2
20250713:0030,16.9
20250713:0100,16.7
20250713:0130,16.4
20250713:0200,16.0
20250713:0230,15.7
20250713:0300,15.3
20250713:0330,15.3
20250713:0400,15.3
20250713:0430,15.6
20250713:0500,15.8
20250713:0530,16.4
20250713:0600,16.9
20250713:0630,17.4
20250713:0700,18.0
20250713:0730,18.4
20250713:0800,18.9
20250713:0830,19.4
20250713:0900,19.8
20250713:0930,20.1
20250713:1000,20.5
20250713:1030,20.7
20250713:1100,20.9
20250713:1130,21.0
20250713:1200,21.2
20250713:1230,21.6
20250713:1300,22.0
20250713:1330,22.1
20250713:1400,22.2
20250713:1430,22.3
20250713:1500,22.4
20250713:1530,22.4
20250713:1600,22.5
20250713:1630,22.4
20250713:1700,22.3
20250713:1730,22.1
20250713:1800,21.8
20250713:1830,21.4
20250713:1900,21.0
20250713:1930,20.6
20250713:2000,20.1
20250713:2030,19.8
20250713:2100,19.4
20250713:2130,19.2
20250713:2200,19.1
20250713:2230,18.6
20250713:2300,18.2
20250713:2330,17.8
20250714:0000,17.4
20250714:0030,17.1
20250714:0100,16.8
20250714:0130,16.4
20250714:0200,15.9
20250714:0230,15.9
20250714:0300,16.0
20250714:0330,15.8
20250714:0400,15.6
20250714:0430,15.9
20250714:0500,16.1
20250714:0530,16.1
20250714:0600,16.2
20250714:0630,16.4
20250714:0700,16.7
20250714:0730,16.9
20250714:0800,17.2
20250714:0830,17.1
20250714:0900,17.1
20250714:0930,17.2
20250714:1000,17.4
20250714:1030,17.8
20250714:1100,18.1
20250714:1130,18.1
20250714:1200,18.1
20250714:1230,17.9
20250714:1300,17.6
20250714:1330,17.6
20250714:1400,17.5
20250714:1430,17.2
20250714:1500,17.0
20250714:1530,17.2
20250714:1600,17.5
20250714:1630,16.9
20250714:1700,16.4
20250714:1730,16.1
20250714:1800,15.8
20250714:1830,15.7
20250714:1900,15.6
20250714:1930,15.4
20250714:2000,15.2
20250714:2030,15.2
20250714:2100,15.2
20250714:2130,15.1
20250714:2200,15.0
20250714:2230,14.7
20250714:2300,14.4
20250714:2330,14.2
20250715:0000,13.9
20250715:0030,13.9
20250715:0100,14.0
20250715:0130,13.9
20250715:0200,13.8
20250715:0230,13.6
20250715:0300,13.4
20250715:0330,13.4
20250715:0400,13.4
20250715:0430,13.4
20250715:0500,13.5
20250715:0530,13.8
20250715:0600,14.1
20250715:0630,14.3
20250715:0700,14.6
20250715:0730,14.8
20250715:0800,14.9
20250715:0830,15.2
20250715:0900,15.4
20250715:0930,15.2
20250715:1000,14.9
20250715:1030,14.7
20250715:1100,14.4
20250715:1130,15.2
20250715:1200,16.1
20250715:1230,16.6
20250715:1300,17.0
20250715:1330,17.1
20250715:1400,17.1
20250715:1430,17.5
20250715:1500,17.8
20250715:1530,17.4
20250715:1600,17.0
20250715:1630,16.6
20250715:1700,16.2
20250715:1730,16.3
20250715:1800,16.4
20250715:1830,16.1
20250715:1900,15.8
20250715:1930,15.4
20250715:2000,14.9
20250715:2030,14.7
20250715:2100,14.4
20250715:2130,14.1
20250715:2200,13.8
20250715:2230,13.6
20250715:2300,13.4
20250715:2330,13.2
20250716:0000,13.1
20250716:0030,13.1
20250716:0100,13.1
20250716:0130,12.9
20250716:0200,12.8
20250716:0230,12.6
20250716:0300,12.4
20250716:0330,12.2
20250716:0400,11.9
20250716:0430,11.9
20250716:0500,11.9
20250716:0530,12.5
20250716:0600,13.1
20250716:0630,13.8
20250716:0700,14.4
20250716:0730,15.0
20250716:0800,15.6
20250716:0830,16.2
20250716:0900,16.9
20250716:0930,17.4
20250716:1000,18.0
20250716:1030,17.9
20250716:1100,17.8
20250716:1130,17.8
20250716:1200,17.7
20250716:1230,17.8
20250716:1300,17.9
20250716:1330,17.9
20250716:1400,17.9
20250716:1430,17.9
20250716:1500,17.9
20250716:1530,18.0
20250716:1600,18.1
20250716:1630,17.9
20250716:1700,17.6
20250716:1730,17.3
20250716:1800,17.0
20250716:1830,16.8
20250716:1900,16.5
20250716:1930,15.9
20250716:2000,15.4
20250716:2030,15.1
20250716:2100,14.8
20250716:2130,14.8
20250716:2200,14.8
20250716:2230,14.7
20250716:2300,14.6
20250716:2330,14.4
20250717:0000,14.3
20250717:0030,14.0
20250717:0100,13.7
20250717:0130,13.8
20250717:0200,14.0
20250717:0230,14.1
20250717:0300,14.1
20250717:0330,14.1
20250717:0400,14.0
20250717:0430,14.1
20250717:0500,14.1
20250717:0530,14.5
20250717:0600,14.9
20250717:0630,15.2
20250717:0700,15.4
20250717:0730,15.7
20250717:0800,15.9
20250717:0830,16.2
20250717:0900,16.6
20250717:0930,17.0
20250717:1000,17.4
20250717:1030,17.5
20250717:1100,17.7
20250717:1130,17.4
20250717:1200,17.1
20250717:1230,17.0
20250717:1300,16.8
20250717:1330,17.1
20250717:1400,17.5
20250717:1430,17.6
20250717:1500,17.6
20250717:1530,17.5
20250717:1600,17.3
20250717:1630,17.1
20250717:1700,16.9
20250717:1730,16.9
20250717:1800,17.0
20250717:1830,17.0
20250717:1900,17.0
20250717:1930,16.9
20250717:2000,16.8
20250717:2030,16.5
20250717:2100,16.2
20250717:2130,16.1
20250717:2200,15.9
20250717:2230,16.0
20250717:2300,16.1
20250717:2330,16.2
20250718:0000,16.4
20250718:0030,16.2
20250718:0100,16.1
20250718:0130,15.6
20250718:0200,15.1
20250718:0230,14.9
20250718:0300,14.8
20250718:0330,15.1
20250718:0400,15.4
20250718:0430,15.2
20250718:0500,14.9
20250718:0530,15.0
20250718:0600,15.1
20250718:0630,15.3
20250718:0700,15.6
20250718:0730,15.9
20250718:0800,16.2
20250718:0830,16.6
20250718:0900,17.0
20250718:0930,17.3
20250718:1000,17.6
20250718:1030,17.9
20250718:1100,18.1
20250718:1130,18.3
20250718:1200,18.5
20250718:1230,18.4
20250718:1300,18.2
20250718:1330,18.5
20250718:1400,18.8
20250718:1430,18.6
20250718:1500,18.5
20250718:1530,18.5
20250718:1600,18.5
20250718:1630,18.5
20250718:1700,18.5
20250718:1730,18.1
20250718:1800,17.8
20250718:1830,17.6
20250718:1900,17.3
20250718:1930,16.9
20250718:2000,16.5
20250718:2030,16.2
20250718:2100,15.9
20250718:2130,15.7
20250718:2200,15.4
20250718:2230,15.2
20250718:2300,15.1
20250718:2330,15.0
20250719:0000,14.9
20250719:0030,14.8
20250719:0100,14.7
20250719:0130,14.4
20250719:0200,14.2
20250719:0230,14.1
20250719:0300,13.9
20250719:0330,13.9
20250719:0400,13.8
20250719:0430,13.9
20250719:0500,14.0
20250719:0530,14.3
20250719:0600,14.6
20250719:0630,14.8
20250719:0700,15.0
20250719:0730,15.2
20250719:0800,15.4
20250719:0830,15.6
20250719:0900,15.8
20250719:0930,16.0
20250719:1000,16.2
20250719:1030,16.5
20250719:1100,16.9
20250719:1130,16.9
20250719:1200,17.0
20250719:1230,16.9
20250719:1300,16.8
20250719:1330,17.1
20250719:1400,17.4
20250719:1430,17.2
20250719:1500,17.1
20250719:1530,17.1
20250719:1600,17.1
20250719:1630,16.8
20250719:1700,16.5
20250719:1730,16.4
20250719:1800,16.2
20250719:1830,15.9
20250719:1900,15.6
20250719:1930,15.3
20250719:2000,15.1
20250719:2030,14.9
20250719:2100,14.8
20250719:2130,14.7
20250719:2200,14.6
20250719:2230,14.3
20250719:2300,14.1
20250719:2330,14.1
20250720:0000,14.0
20250720:0030,14.1
20250720:0100,14.1
20250720:0130,14.0
20250720:0200,13.9
20250720:0230,13.9
20250720:0300,13.9
20250720:0330,14.1
20250720:0400,14.2
20250720:0430,14.6
20250720:0500,14.9
20250720:0530,15.4
20250720:0600,15.9
20250720:0630,16.2
20250720:0700,16.6
20250720:0730,17.1
20250720:0800,17.6
20250720:0830,18.0
20250720:0900,18.4
20250720:0930,18.6
20250720:1000,18.8
20250720:1030,19.1
20250720:1100,19.3
20250720:1130,19.5
20250720:1200,19.6
20250720:1230,18.7
20250720:1300,17.8
20250720:1330,18.2
20250720:1400,18.6
20250720:1430,18.9
20250720:1500,19.1
20250720:1530,18.9
20250720:1600,18.6
20250720:1630,18.7
20250720:1700,18.8
20250720:1730,18.6
20250720:1800,18.5
20250720:1830,18.0
20250720:1900,17.5
20250720:1930,17.4
20250720:2000,17.2
20250720:2030,16.9
20250720:2100,16.7
20250720:2130,16.7
20250720:2200,16.7
20250720:2230,16.6
20250720:2300,16.5
20250720:2330,16.4
20250721:0000,16.2
20250721:0030,16.1
20250721:0100,16.1
20250721:0130,16.1
20250721:0200,16.0
20250721:0230,15.8
20250721:0300,15.7
20250721:0330,15.6
20250721:0400,15.4
20250721:0430,15.4
20250721:0500,15.3
20250721:0530,15.3
20250721:0600,15.3
20250721:0630,15.4
20250721:0700,15.6
20250721:0730,15.7
20250721:0800,15.8
20250721:0830,15.9
20250721:0900,16.0
20250721:0930,16.5
20250721:1000,17.0
20250721:1030,17.2
20250721:1100,17.5
20250721:1130,17.4
20250721:1200,17.4
20250721:1230,17.6
20250721:1300,17.8
20250721:1330,18.0
20250721:1400,18.2
20250721:1430,18.6
20250721:1500,19.0
20250721:1530,18.8
20250721:1600,18.6
20250721:1630,18.1
20250721:1700,17.5
20250721:1730,17.4
20250721:1800,17.2
20250721:1830,17.0
20250721:1900,16.8
20250721:1930,16.6
20250721:2000,16.4
20250721:2030,16.1
20250721:2100,15.9
20250721:2130,15.8
20250721:2200,15.7
20250721:2230,15.6
20250721:2300,15.4
20250721:2330,15.3
20250722:0000,15.2
20250722:0030,15.1
20250722:0100,15.1
20250722:0130,15.1
20250722:0200,15.0
20250722:0230,14.9
20250722:0300,14.9
20250722:0330,14.8
20250722:0400,14.7
20250722:0430,14.6
20250722:0500,14.4
20250722:0530,14.5
20250722:0600,14.6
20250722:0630,14.8
20250722:0700,15.1
20250722:0730,15.5
20250722:0800,15.9
20250722:0830,16.4
20250722:0900,16.9
20250722:0930,17.2
20250722:1000,17.5
20250722:1030,17.7
20250722:1100,17.9
20250722:1130,18.1
20250722:1200,18.4
20250722:1230,18.2
20250722:1300,18.0
20250722:1330,18.0
20250722:1400,18.0
20250722:1430,18.0
20250722:1500,18.0
20250722:1530,17.9
20250722:1600,17.8
20250722:1630,17.6
20250722:1700,17.3
20250722:1730,17.3
20250722:1800,17.3
20250722:1830,17.0
20250722:1900,16.7
20250722:1930,16.1
20250722:2000,15.6
20250722:2030,14.9
20250722:2100,14.2
20250722:2130,13.8
20250722:2200,13.5
20250722:2230,13.7
20250722:2300,13.8
20250722:2330,13.8
20250723:0000,13.8
20250723:0030,13.7
20250723:0100,13.6
20250723:0130,13.2
20250723:0200,12.8
20250723:0230,12.7
20250723:0300,12.6
20250723:0330,12.5
20250723:0400,12.4
20250723:0430,12.4
20250723:0500,12.5
20250723:0530,13.0
20250723:0600,13.5
20250723:0630,14.1
20250723:0700,14.6
20250723:0730,15.2
20250723:0800,15.8
20250723:0830,16.2
20250723:0900,16.6
20250723:0930,16.9
20250723:1000,17.2
20250723:1030,17.3
20250723:1100,17.4
20250723:1130,17.9
20250723:1200,18.4
20250723:1230,17.8
20250723:1300,17.2
20250723:1330,17.4
20250723:1400,17.5
20250723:1430,17.7
20250723:1500,17.9
20250723:1530,17.9
20250723:1600,18.0
20250723:1630,17.9
20250723:1700,17.8
20250723:1730,17.6
20250723:1800,17.4
20250723:1830,16.9
20250723:1900,16.5
20250723:1930,15.9
20250723:2000,15.3
20250723:2030,14.8
20250723:2100,14.2
20250723:2130,13.9
20250723:2200,13.6
20250723:2230,13.2
20250723:2300,12.9
20250723:2330,12.7
20250724:0000,12.5
20250724:0030,12.7
20250724:0100,12.8
20250724:0130,12.8
20250724:0200,12.7
20250724:0230,12.6
20250724:0300,12.5
20250724:0330,12.4
20250724:0400,12.4
20250724:0430,12.4
20250724:0500,12.4
20250724:0530,12.8
20250724:0600,13.2
20250724:0630,13.6
20250724:0700,14.1
20250724:0730,14.6
20250724:0800,15.1
20250724:0830,15.6
20250724:0900,16.1
20250724:0930,16.4
20250724:1000,16.7
20250724:1030,17.0
20250724:1100,17.3
20250724:1130,17.4
20250724:1200,17.4
20250724:1230,17.8
20250724:1300,18.1
20250724:1330,18.6
20250724:1400,19.0
20250724:1430,19.1
20250724:1500,19.1
20250724:1530,18.9
20250724:1600,18.6
20250724:1630,18.1
20250724:1700,17.5
20250724:1730,16.8
20250724:1800,16.0
20250724:1830,15.4
20250724:1900,14.9
20250724:1930,14.6
20250724:2000,14.3
20250724:2030,14.2
20250724:2100,14.1
20250724:2130,13.8
20250724:2200,13.4
20250724:2230,14.0
20250724:2300,14.6
20250724:2330,14.8
20250725:0000,14.9
20250725:0030,15.0
20250725:0100,15.1
20250725:0130,15.1
20250725:0200,15.2
20250725:0230,15.1
20250725:0300,15.1
20250725:0330,15.2
20250725:0400,15.4
20250725:0430,15.4
20250725:0500,15.4
20250725:0530,15.5
20250725:0600,15.6
20250725:0630,15.8
20250725:0700,15.9
20250725:0730,16.3
20250725:0800,16.7
20250725:0830,17.1
20250725:0900,17.5
20250725:0930,17.8
20250725:1000,18.1
20250725:1030,18.5
20250725:1100,18.8
20250725:1130,19.0
20250725:1200,19.1
20250725:1230,19.6
20250725:1300,20.2
20250725:1330,20.0
20250725:1400,19.8
20250725:1430,19.9
20250725:1500,19.9
20250725:1530,19.5
20250725:1600,19.2
20250725:1630,19.0
20250725:1700,18.9
20250725:1730,18.7
20250725:1800,18.5
20250725:1830,18.2
20250725:1900,17.9
20250725:1930,17.2
20250725:2000,16.6
20250725:2030,15.9
20250725:2100,15.1
20250725:2130,14.8
20250725:2200,14.4
20250725:2230,14.2
20250725:2300,13.9
20250725:2330,14.2
20250726:0000,14.4
20250726:0030,14.8
20250726:0100,15.1
20250726:0130,14.8
20250726:0200,14.6
20250726:0230,14.4
20250726:0300,14.2
20250726:0330,14.0
20250726:0400,13.8
20250726:0430,13.8
20250726:0500,13.8
20250726:0530,13.9
20250726:0600,13.9
20250726:0630,14.2
20250726:0700,14.6
20250726:0730,14.8
20250726:0800,15.0
20250726:0830,15.6
20250726:0900,16.1
20250726:0930,16.5
20250726:1000,16.8
20250726:1030,17.0
20250726:1100,17.2
20250726:1130,17.7
20250726:1200,18.2
20250726:1230,18.1
20250726:1300,18.1
20250726:1330,18.4
20250726:1400,18.7
20250726:1430,18.9
20250726:1500,19.0
20250726:1530,18.9
20250726:1600,18.9
20250726:1630,18.7
20250726:1700,18.5
20250726:1730,18.1
20250726:1800,17.6
20250726:1830,17.2
20250726:1900,16.8
20250726:1930,16.4
20250726:2000,15.9
20250726:2030,15.7
20250726:2100,15.5
20250726:2130,15.6
20250726:2200,15.6
20250726:2230,15.2
20250726:2300,14.9
20250726:2330,14.7
20250727:0000,14.4
20250727:0030,14.2
20250727:0100,14.1
20250727:0130,13.8
20250727:0200,13.6
20250727:0230,13.4
20250727:0300,13.3
20250727:0330,13.2
20250727:0400,13.2
20250727:0430,13.2
20250727:0500,13.3
20250727:0530,13.6
20250727:0600,13.8
20250727:0630,13.9
20250727:0700,14.1
20250727:0730,14.1
20250727:0800,14.1
20250727:0830,14.3
20250727:0900,14.6
20250727:0930,14.9
20250727:1000,15.2
20250727:1030,15.6
20250727:1100,15.9
20250727:1130,16.2
20250727:1200,16.5
20250727:1230,16.6
20250727:1300,16.8
20250727:1330,16.2
20250727:1400,15.6
20250727:1430,15.9
20250727:1500,16.1
20250727:1530,16.1
20250727:1600,16.1
20250727:1630,16.0
20250727:1700,15.8
20250727:1730,15.8
20250727:1800,15.7
20250727:1830,15.6
20250727:1900,15.4
20250727:1930,15.3
20250727:2000,15.2
20250727:2030,14.8
20250727:2100,14.3
20250727:2130,13.9
20250727:2200,13.5
20250727:2230,13.3
20250727:2300,13.1
20250727:2330,13.1
20250728:0000,13.1
20250728:0030,13.8
20250728:0100,14.4
20250728:0130,14.1
20250728:0200,13.8
20250728:0230,13.9
20250728:0300,13.9
20250728:0330,13.6
20250728:0400,13.3
20250728:0430,13.2
20250728:0500,13.0
20250728:0530,13.3
20250728:0600,13.6
20250728:0630,14.1
20250728:0700,14.5
20250728:0730,14.8
20250728:0800,15.1
20250728:0830,15.4
20250728:0900,15.8
20250728:0930,16.0
20250728:1000,16.2
20250728:1030,16.2
20250728:1100,16.2
20250728:1130,16.5
20250728:1200,16.8
20250728:1230,17.0
20250728:1300,17.2
20250728:1330,17.6
20250728:1400,18.0
20250728:1430,18.1
20250728:1500,18.2
20250728:1530,18.5
20250728:1600,18.9
20250728:1630,18.9
20250728:1700,18.9
20250728:1730,18.9
20250728:1800,19.0
20250728:1830,18.8
20250728:1900,18.5
20250728:1930,17.4
20250728:2000,16.4
20250728:2030,15.5
20250728:2100,14.6
20250728:2130,14.4
20250728:2200,14.3
20250728:2230,14.2
20250728:2300,14.2
20250728:2330,14.3
20250729:0000,14.4
20250729:0030,14.7
20250729:0100,14.9
20250729:0130,14.9
20250729:0200,14.9
20250729:0230,14.9
20250729:0300,14.9
20250729:0330,15.0
20250729:0400,15.1
20250729:0430,15.3
20250729:0500,15.6
20250729:0530,15.7
20250729:0600,15.8
20250729:0630,15.9
20250729:0700,15.9
20250729:0730,15.9
20250729:0800,16.0
20250729:0830,16.1
20250729:0900,16.1
20250729:0930,16.4
20250729:1000,16.7
20250729:1030,17.3
20250729:1100,17.9
20250729:1130,18.1
20250729:1200,18.4
20250729:1230,18.9
20250729:1300,19.3
20250729:1330,19.6
20250729:1400,20.0
20250729:1430,20.2
20250729:1500,20.4
20250729:1530,20.2
20250729:1600,20.1
20250729:1630,20.1
20250729:1700,20.0
20250729:1730,19.7
20250729:1800,19.4
20250729:1830,19.0
20250729:1900,18.6
20250729:1930,17.9
20250729:2000,17.1
20250729:2030,16.5
20250729:2100,15.9
20250729:2130,15.8
20250729:2200,15.6
20250729:2230,15.6
20250729:2300,15.6
20250729:2330,15.7
20250730:0000,15.8
20250730:0030,15.9
20250730:0100,15.9
20250730:0130,15.7
20250730:0200,15.4
20250730:0230,15.3
20250730:0300,15.2
20250730:0330,15.2
20250730:0400,15.2
20250730:0430,15.1
20250730:0500,15.1
20250730:0530,15.1
20250730:0600,15.0
20250730:0630,15.2
20250730:0700,15.3
20250730:0730,15.7
20250730:0800,16.0
20250730:0830,16.4
20250730:0900,16.9
20250730:0930,16.9
20250730:1000,16.8
20250730:1030,17.1
20250730:1100,17.5
20250730:1130,17.9
20250730:1200,18.2
20250730:1230,18.6
20250730:1300,19.0
20250730:1330,19.2
20250730:1400,19.5
20250730:1430,19.9
20250730:1500,20.2
20250730:1530,20.4
20250730:1600,20.5
20250730:1630,20.2
20250730:1700,20.0
20250730:1730,20.0
20250730:1800,20.0
20250730:1830,19.6
20250730:1900,19.1
20250730:1930,18.4
20250730:2000,17.6
20250730:2030,16.6
20250730:2100,15.6
20250730:2130,15.1
20250730:2200,14.6
20250730:2230,14.3
20250730:2300,14.1
20250730:2330,14.0
20250731:0000,13.9
20250731:0030,14.2
20250731:0100,14.6
20250731:0130,14.4
20250731:0200,14.2
20250731:0230,14.1
20250731:0300,13.9
20250731:0330,13.9
20250731:0400,14.0
20250731:0430,13.9
20250731:0500,13.9
20250731:0530,14.2
20250731:0600,14.4
20250731:0630,14.8
20250731:0700,15.1
20250731:0730,15.5
20250731:0800,15.9
20250731:0830,16.4
20250731:0900,16.9
20250731:0930,17.2
20250731:1000,17.5
20250731:1030,17.8
20250731:1100,18.1
20250731:1130,18.2
20250731:1200,18.4
20250731:1230,18.4
20250731:1300,18.5
20250731:1330,18.4
20250731:1400,18.2
20250731:1430,18.1
20250731:1500,18.0
20250731:1530,17.6
20250731:1600,17.2
20250731:1630,16.8
20250731:1700,16.4
20250731:1730,16.0
20250731:1800,15.7
20250731:1830,15.3
20250731:1900,14.9
20250731:1930,14.4
20250731:2000,13.9
20250731:2030,13.5
20250731:2100,13.1
20250731:2130,12.8
20250731:2200,12.4
